comuna,ica,fecha,id
comuna 10,10,2024-06-23,3381
comuna 16,56,2024-01-30,27812
comuna 3,27,2024-06-23,38663
comuna 12,43,2024-01-30,13272
comuna 4,48,2024-06-23,29211
comuna 9,85,2024-07-31,46746
comuna 4,43,2024-07-31,46294
comuna 4,19,2024-06-25,48082
comuna 6,61,2024-07-31,42814
comuna 14,31,2024-01-30,24207
comuna 4,100,2024-01-30,48391
comuna 8,61,2024-01-30,42579
comuna 5,93,2024-07-31,16217
comuna 12,80,2024-07-31,17512
comuna 10,16,2024-06-25,48428
comuna 4,33,2024-01-30,10117
comuna 4,33,2024-01-30,11983
comuna 14,92,2024-06-25,17607
comuna 5,62,2024-01-30,8881
comuna 12,84,2024-06-25,42248
comuna 11,30,2024-06-23,29262
comuna 9,52,2024-06-23,9369
comuna 3,17,2024-06-23,7103
comuna 14,55,2024-06-23,38415
comuna 13,41,2024-07-31,12959
comuna 15,56,2024-06-23,23845
comuna 8,98,2024-01-30,48672
comuna 4,26,2024-07-31,39524
comuna 16,92,2024-01-30,8927
comuna 15,52,2024-06-23,6707
comuna 8,59,2024-07-31,383
comuna 14,30,2024-07-31,22167
comuna 5,32,2024-01-30,3955
comuna 5,73,2024-06-23,48498
comuna 7,17,2024-06-25,48777
comuna 4,45,2024-01-30,34507
comuna 5,26,2024-06-23,41287
comuna 13,31,2024-06-23,37131
comuna 12,21,2024-06-23,16966
comuna 7,55,2024-06-23,37165
comuna 3,72,2024-07-31,16493
comuna 3,28,2024-07-31,40026
comuna 2,12,2024-06-23,43799
comuna 5,84,2024-06-25,31250
comuna 5,79,2024-07-31,5882
comuna 12,46,2024-07-31,7436
comuna 4,25,2024-07-31,32939
comuna 7,67,2024-06-23,45310
comuna 12,55,2024-06-25,46601
comuna 7,57,2024-01-30,33934
comuna 5,100,2024-06-25,38658
comuna 15,13,2024-06-23,25292
comuna 3,12,2024-06-23,18841
comuna 12,42,2024-06-23,6426
comuna 2,49,2024-01-30,1268
comuna 10,60,2024-07-31,22606
comuna 1,62,2024-06-23,34787
comuna 5,75,2024-06-23,11952
comuna 7,40,2024-06-25,23178
comuna 13,24,2024-07-31,35817
comuna 3,55,2024-07-31,40878
comuna 12,11,2024-07-31,22187
comuna 10,66,2024-01-30,2585
comuna 6,78,2024-06-23,33846
comuna 10,63,2024-06-23,41113
comuna 1,75,2024-06-25,11501
comuna 1,30,2024-07-31,25280
comuna 12,96,2024-06-25,47216
comuna 10,50,2024-06-23,40586
comuna 2,92,2024-01-30,37434
comuna 1,59,2024-01-30,12595
comuna 9,71,2024-06-23,9243
comuna 15,32,2024-06-25,16519
comuna 5,39,2024-06-25,41749
comuna 14,93,2024-06-25,8281
comuna 7,86,2024-01-30,25155
comuna 1,23,2024-01-30,48629
comuna 13,76,2024-06-25,48928
comuna 2,91,2024-06-23,37329
comuna 15,45,2024-06-23,3888
comuna 4,63,2024-01-30,48283
comuna 12,18,2024-06-23,4039
comuna 16,38,2024-01-30,21926
comuna 12,90,2024-06-23,29169
comuna 6,45,2024-06-23,392
comuna 12,84,2024-01-30,18472
comuna 1,56,2024-01-30,10907
comuna 1,83,2024-01-30,32901
comuna 14,83,2024-01-30,29883
comuna 13,30,2024-01-30,18598
comuna 12,61,2024-07-31,11709
comuna 10,88,2024-01-30,49755
comuna 6,57,2024-06-23,35190
comuna 6,56,2024-01-30,7386
comuna 11,89,2024-06-23,14569
comuna 5,42,2024-01-30,13489
comuna 13,50,2024-07-31,24942
comuna 7,43,2024-07-31,19968
comuna 1,100,2024-01-30,29855
comuna 4,18,2024-07-31,49161
comuna 3,12,2024-06-25,4020
comuna 1,98,2024-06-25,10731
comuna 12,71,2024-06-23,9344
comuna 4,54,2024-06-23,39354
comuna 1,46,2024-07-31,3119
comuna 5,73,2024-06-23,9130
comuna 15,12,2024-01-30,6727
comuna 3,16,2024-06-23,21630
comuna 10,93,2024-06-25,30716
comuna 7,84,2024-07-31,41764
comuna 12,58,2024-06-25,45185
comuna 13,50,2024-07-31,10487
comuna 7,82,2024-01-30,46160
comuna 9,14,2024-07-31,38595
comuna 3,30,2024-01-30,353
comuna 14,26,2024-06-25,15073
comuna 2,35,2024-01-30,12836
comuna 16,77,2024-06-23,17525
comuna 16,27,2024-06-23,42557
comuna 13,54,2024-06-23,28154
comuna 7,92,2024-01-30,47800
comuna 3,18,2024-06-25,13542
comuna 15,11,2024-06-25,39094
comuna 15,57,2024-01-30,31396
comuna 2,86,2024-06-23,48765
comuna 13,46,2024-07-31,41986
comuna 14,24,2024-01-30,396
comuna 4,90,2024-07-31,41388
comuna 15,29,2024-07-31,13096
comuna 6,81,2024-01-30,11438
comuna 5,73,2024-06-25,40658
comuna 8,41,2024-06-23,16186
comuna 14,66,2024-01-30,29741
comuna 15,81,2024-07-31,35327
comuna 9,36,2024-06-23,2241
comuna 11,11,2024-06-25,43405
comuna 13,15,2024-06-23,28314
comuna 6,33,2024-07-31,10069
comuna 7,15,2024-01-30,3000
comuna 12,96,2024-06-25,38836
comuna 15,71,2024-06-25,7338
comuna 8,94,2024-01-30,23750
comuna 16,53,2024-07-31,11369
comuna 2,93,2024-01-30,37871
comuna 3,64,2024-06-23,47710
comuna 14,48,2024-01-30,39143
comuna 9,11,2024-06-25,40665
comuna 11,86,2024-06-23,20099
comuna 1,94,2024-06-25,704
comuna 16,48,2024-07-31,14544
comuna 11,61,2024-06-23,2874
comuna 12,36,2024-06-23,33741
comuna 2,47,2024-06-25,45651
comuna 13,75,2024-06-23,41364
comuna 9,49,2024-01-30,27569
comuna 10,30,2024-06-25,18830
comuna 14,49,2024-01-30,22706
comuna 5,73,2024-07-31,39265
comuna 4,39,2024-06-23,9487
comuna 1,94,2024-07-31,6648
comuna 14,59,2024-06-25,32210
comuna 3,50,2024-06-23,37355
comuna 10,54,2024-07-31,28563
comuna 4,59,2024-01-30,32419
comuna 7,29,2024-06-25,16368
comuna 8,58,2024-06-23,37461
comuna 4,36,2024-07-31,37348
comuna 3,17,2024-07-31,6918
comuna 3,90,2024-06-25,19997
comuna 6,91,2024-06-23,46000
comuna 5,91,2024-01-30,12368
comuna 12,56,2024-07-31,35615
comuna 14,29,2024-01-30,25037
comuna 6,17,2024-07-31,1581
comuna 8,13,2024-07-31,17785
comuna 2,96,2024-06-25,31235
comuna 15,100,2024-01-30,33686
comuna 5,67,2024-01-30,5432
comuna 11,63,2024-06-25,24401
comuna 1,75,2024-06-25,31454
comuna 13,78,2024-07-31,17877
comuna 13,35,2024-06-23,12394
comuna 12,37,2024-06-25,14333
comuna 12,35,2024-07-31,23321
comuna 15,98,2024-01-30,37697
comuna 1,41,2024-07-31,29485
comuna 8,13,2024-06-25,2500
comuna 3,14,2024-07-31,1641
comuna 8,69,2024-06-23,12951
comuna 1,46,2024-06-25,24854
comuna 11,36,2024-06-25,42851
comuna 2,96,2024-07-31,38951
comuna 1,92,2024-07-31,30129
comuna 2,76,2024-01-30,32552
comuna 13,47,2024-06-23,27975
comuna 2,48,2024-06-23,30439
comuna 12,10,2024-07-31,33862
comuna 13,54,2024-01-30,20193
comuna 4,18,2024-06-25,39560
comuna 6,90,2024-06-25,35419
comuna 7,19,2024-06-25,49273
comuna 1,92,2024-06-23,28690
comuna 7,44,2024-06-25,41200
comuna 5,57,2024-07-31,30508
comuna 9,34,2024-01-30,46511
comuna 16,45,2024-07-31,9016
comuna 4,79,2024-06-23,28964
comuna 10,51,2024-01-30,4972
comuna 2,67,2024-01-30,44821
comuna 2,53,2024-06-23,440
comuna 16,42,2024-06-25,30340
comuna 3,93,2024-01-30,31004
comuna 7,86,2024-06-25,42523
comuna 4,15,2024-06-25,28193
comuna 10,75,2024-06-23,15971
comuna 11,47,2024-06-25,12458
comuna 1,83,2024-07-31,18625
comuna 13,52,2024-06-23,7285
comuna 5,11,2024-01-30,45696
comuna 13,22,2024-06-23,21571
comuna 6,26,2024-01-30,29757
comuna 1,94,2024-06-23,4989
comuna 1,46,2024-06-23,24167
comuna 11,17,2024-06-23,13317
comuna 16,33,2024-06-25,49377
comuna 7,16,2024-01-30,27470
comuna 5,62,2024-07-31,44261
comuna 12,37,2024-06-25,44009
comuna 6,53,2024-06-23,2748
comuna 16,99,2024-01-30,12317
comuna 9,70,2024-06-23,22251
comuna 15,16,2024-06-25,26909
comuna 1,20,2024-06-23,31441
comuna 8,36,2024-06-25,17554
comuna 4,24,2024-01-30,48531
comuna 8,63,2024-07-31,15402
comuna 5,72,2024-07-31,33795
comuna 3,22,2024-06-25,37593
comuna 13,31,2024-06-23,14260
comuna 13,27,2024-06-25,11581
comuna 1,86,2024-07-31,44240
comuna 13,11,2024-06-23,31289
comuna 5,27,2024-01-30,16080
comuna 12,18,2024-07-31,29314
comuna 1,82,2024-06-23,21209
comuna 16,69,2024-07-31,49341
comuna 10,74,2024-06-25,15549
comuna 11,41,2024-07-31,23916
comuna 15,49,2024-06-23,26031
comuna 11,87,2024-06-25,22406
comuna 3,12,2024-01-30,49325
comuna 16,85,2024-06-23,8004
comuna 2,18,2024-01-30,3603
comuna 14,42,2024-06-23,41042
comuna 9,55,2024-07-31,4138
comuna 6,35,2024-01-30,15369
comuna 10,34,2024-06-25,7794
comuna 2,97,2024-06-23,39195
comuna 10,65,2024-06-23,38546
comuna 2,25,2024-06-23,25853
comuna 12,37,2024-06-25,36282
comuna 11,75,2024-01-30,16856
comuna 2,40,2024-01-30,47645
comuna 10,64,2024-06-23,30863
comuna 13,75,2024-06-25,34877
comuna 12,85,2024-07-31,39705
comuna 2,18,2024-06-25,29688
comuna 15,87,2024-07-31,34665
comuna 7,22,2024-01-30,17113
comuna 2,94,2024-06-23,839
comuna 2,10,2024-07-31,16992
comuna 2,48,2024-06-23,29054
comuna 14,84,2024-06-25,20613
comuna 11,80,2024-06-25,38724
comuna 14,69,2024-06-25,43116
comuna 3,68,2024-01-30,36291
comuna 10,14,2024-06-23,880
comuna 14,25,2024-01-30,1164
comuna 8,28,2024-06-23,48629
comuna 11,45,2024-07-31,35377
comuna 1,20,2024-06-23,18997
comuna 4,36,2024-06-25,79
comuna 2,31,2024-07-31,41484
comuna 9,28,2024-06-23,40117
comuna 1,86,2024-01-30,42997
comuna 13,77,2024-01-30,23401
comuna 16,80,2024-01-30,35065
comuna 12,11,2024-06-25,36314
comuna 12,30,2024-06-25,7610
comuna 13,88,2024-01-30,42180
comuna 13,13,2024-06-23,41309
comuna 8,67,2024-07-31,44026
comuna 2,56,2024-06-25,24685
comuna 3,73,2024-06-25,16326
comuna 13,69,2024-01-30,42643
comuna 9,66,2024-07-31,15405
comuna 10,38,2024-06-25,40517
comuna 9,92,2024-07-31,20528
comuna 2,52,2024-06-23,38710
comuna 16,100,2024-06-25,27683
comuna 13,61,2024-01-30,15856
comuna 8,22,2024-06-23,20734
comuna 11,21,2024-07-31,42270
comuna 4,36,2024-07-31,10049
comuna 2,64,2024-06-23,17718
comuna 2,20,2024-06-25,36801
comuna 10,40,2024-06-23,999
comuna 10,34,2024-01-30,13716
comuna 3,35,2024-07-31,29621
comuna 9,37,2024-06-25,49531
comuna 6,84,2024-06-23,44235
comuna 11,33,2024-01-30,45599
comuna 12,35,2024-07-31,20263
comuna 2,26,2024-06-25,36187
comuna 14,42,2024-06-25,21669
comuna 3,70,2024-06-25,22341
comuna 13,30,2024-07-31,22681
comuna 8,17,2024-06-25,9672
comuna 14,70,2024-06-23,29118
comuna 8,83,2024-07-31,2912
comuna 2,33,2024-07-31,22383
comuna 4,61,2024-06-25,35014
comuna 2,78,2024-06-23,27947
comuna 3,28,2024-06-25,11515
comuna 5,62,2024-07-31,33638
comuna 2,80,2024-01-30,8155
comuna 5,20,2024-06-25,8449
comuna 4,56,2024-06-25,13494
comuna 16,69,2024-06-25,21531
comuna 10,34,2024-06-23,26697
comuna 11,98,2024-07-31,11461
comuna 7,74,2024-01-30,39565
comuna 6,65,2024-06-23,8571
comuna 8,98,2024-01-30,46241
comuna 9,67,2024-07-31,3651
comuna 15,91,2024-06-25,9105
comuna 16,19,2024-06-25,49453
comuna 2,69,2024-01-30,19407
comuna 16,24,2024-07-31,37619
comuna 16,78,2024-06-23,23802
comuna 10,44,2024-06-25,31920
comuna 16,47,2024-06-25,43456
comuna 8,49,2024-01-30,35048
comuna 16,15,2024-06-25,9218
comuna 6,66,2024-07-31,36090
comuna 8,17,2024-07-31,44453
comuna 15,73,2024-06-23,22661
comuna 2,92,2024-07-31,44451
comuna 2,97,2024-07-31,11286
comuna 12,100,2024-06-25,27462
comuna 11,58,2024-06-25,15678
comuna 11,42,2024-06-23,29326
comuna 13,60,2024-06-25,49549
comuna 2,15,2024-06-23,12566
comuna 10,50,2024-07-31,19432
comuna 5,61,2024-06-25,20041
comuna 1,77,2024-06-23,3332
comuna 15,75,2024-07-31,40547
comuna 2,54,2024-07-31,31361
comuna 10,63,2024-06-25,19082
comuna 12,79,2024-06-25,18556
comuna 5,42,2024-06-23,13966
comuna 6,40,2024-01-30,22934
comuna 8,94,2024-07-31,14744
comuna 10,95,2024-07-31,40465
comuna 13,58,2024-07-31,36431
comuna 7,24,2024-06-25,26027
comuna 11,10,2024-06-23,35968
comuna 6,95,2024-07-31,26490
comuna 5,22,2024-06-23,34009
comuna 5,94,2024-06-23,3248
comuna 14,63,2024-07-31,17757
comuna 4,30,2024-06-25,40526
comuna 4,65,2024-06-23,9842
comuna 13,93,2024-01-30,2024
comuna 11,51,2024-06-25,40165
comuna 5,96,2024-07-31,5094
comuna 6,44,2024-06-23,6745
comuna 3,73,2024-06-23,38970
comuna 15,33,2024-07-31,3393
comuna 12,10,2024-06-23,9757
comuna 14,42,2024-06-25,17856
comuna 11,12,2024-06-25,4159
comuna 4,98,2024-06-25,10291
comuna 11,18,2024-06-23,40164
comuna 5,19,2024-06-25,45566
comuna 16,95,2024-06-25,3773
comuna 2,55,2024-06-23,17057
comuna 12,11,2024-01-30,22788
comuna 1,75,2024-06-23,49093
comuna 1,83,2024-01-30,495
comuna 11,96,2024-06-23,30971
comuna 9,73,2024-06-23,3825
comuna 5,95,2024-06-25,38084
comuna 5,95,2024-06-25,43130
comuna 3,81,2024-07-31,16920
comuna 14,100,2024-07-31,45899
comuna 9,78,2024-06-23,31327
comuna 5,23,2024-06-25,32322
comuna 14,20,2024-06-23,2604
comuna 5,96,2024-07-31,21586
comuna 1,57,2024-06-23,14436
comuna 3,12,2024-06-25,40417
comuna 14,19,2024-07-31,1423
comuna 10,33,2024-06-23,17797
comuna 12,69,2024-07-31,45280
comuna 1,93,2024-06-25,42867
comuna 8,80,2024-01-30,37244
comuna 14,61,2024-01-30,22311
comuna 7,70,2024-06-25,29751
comuna 5,68,2024-01-30,32768
comuna 7,88,2024-06-23,30916
comuna 7,80,2024-06-23,22583
comuna 2,83,2024-06-25,33560
comuna 14,76,2024-06-25,35815
comuna 13,23,2024-06-23,22025
comuna 11,83,2024-07-31,15464
comuna 8,80,2024-01-30,10419
comuna 6,88,2024-06-25,15332
comuna 5,76,2024-07-31,37814
comuna 16,28,2024-06-25,678
comuna 15,71,2024-01-30,12911
comuna 1,94,2024-07-31,14387
comuna 15,40,2024-07-31,5354
comuna 6,54,2024-01-30,17850
comuna 15,56,2024-06-23,28537
comuna 5,24,2024-01-30,8809
comuna 13,18,2024-07-31,41494
comuna 14,31,2024-01-30,20653
comuna 14,71,2024-06-23,41423
comuna 2,25,2024-01-30,5453
comuna 10,55,2024-06-25,4113
comuna 10,20,2024-01-30,19753
comuna 9,41,2024-06-25,26991
comuna 14,14,2024-06-25,45360
comuna 3,84,2024-06-25,40273
comuna 2,67,2024-06-23,48093
comuna 10,22,2024-06-25,6723
comuna 14,89,2024-07-31,47975
comuna 11,95,2024-06-23,15617
comuna 3,70,2024-07-31,11368
comuna 6,15,2024-07-31,10683
comuna 2,56,2024-06-25,26712
comuna 2,63,2024-06-25,23455
comuna 6,27,2024-06-23,21475
